BFREE,22
BFREE,23
BFREE,24
BFREE,25
BFREE,26
BFREE,27
BFREE,28
BFREE,29
BFREE,30
BFREE,31
BFREE,32
BFREE,33
BFREE,34
BFREE,35
BFREE,36
BFREE,37
BFREE,38
BFREE,39
BFREE,40
BFREE,41
BFREE,42
BFREE,43
BFREE,44
BFREE,45
BFREE,46
BFREE,47
BFREE,48
BFREE,49
BFREE,50
BFREE,51
BFREE,52
BFREE,53
BFREE,54
BFREE,55
BFREE,56
BFREE,57
BFREE,58
BFREE,59
BFREE,60
BFREE,61
BFREE,62
DIRENT,13,0,13,14,1,'.'
DIRENT,13,14,2,1764,2,'..'
DIRENT,14,0,14,14,1,'.'
DIRENT,14,14,2,14,2,'..'
DIRENT,14,30,16,1750,12,'empty_file'
DIRENT,2,0,2,14,1,'.'
DIRENT,2,104,15,24,12,'empty_file'
DIRENT,2,130,15,34,22,'link_to_empty_file'
DIRENT,2,14,2,14,2,'..'
DIRENT,2,164,17,40,25,'symlink_to_empty_file'
DIRENT,2,224,20,1554,12,'small_file'
DIRENT,2,30,13,24,12,'lost+found'
DIRENT,2,54,14,30,16,'SUBDIRECTORY_1'
GROUP,0,64,24,41,8,3,4,5
IFREE,21
IFREE,22
IFREE,23
IFREE,24
IFREE,25
IFREE,26
IFREE,27
IFREE,30
INODE,13,d,700,1011,0,2,05/15/20 22:15:35,05/15/20 22:15:35,05/15/20 22:15:35,30000,3011,12,13,14,15,16,17,20,21,22,23,24,0,0,0,
INODE,14,d,775,1011,21627,2,05/15/20 22:15:35,05/15/20 22:15:35,05/15/20 22:15:35,2000,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INODE,15,f,664,1011,21627,2,05/15/20 22:15:35,05/15/20 22:15:35,05/15/20 22:15:35,0,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INODE,16,f,664,1011,21627,1,05/15/20 22:15:35,05/15/20 22:15:35,05/15/20 22:15:35,0,00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INODE,17,s,777,1011,21627,1,05/15/20 22:15:35,05/15/20 22:15:35,05/15/20 22:15:35,30,0
INODE,2,d,755,1011,0,4,05/15/20 22:15:35,05/15/20 22:15:35,05/15/20 22:15:35,2000,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INODE,20,f,664,1011,21627,1,05/15/20 22:15:35,05/15/20 22:15:35,05/15/20 22:15:35,2000,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SUPERBLOCK,64,24,1024,128,8192,24,11
